text,rating
"Big mix of testosterone and oestrogenthaomytran-2106819 July 2023Barbie movie was alright. Some scenes were quite cringe and the movie was not that super funny after all. Jokes here and there were sexually but that was it. Nowadays, I believe it is a good thing that the characters in the movie are all people from color. What is still a mystery and confusing is how they left the Barbieworld to the real world and vice versa... Besides the storyline was sometimes random and out of the blue how things turned out. I wouldn't definitely watch this movie again. Though, I would watch it as a drinking game, whenever someone says Barbie you have to take a shot. Cuz damn that word is being said sooo many times!5 out of 30 found this helpful. Was this review helpful? Sign in to vote.Permalink",7
Acting is Perfectmarsege20 July 2023Warning: Spoilers19 out of 79 found this helpful. Was this review helpful? Sign in to vote.Permalink,1
Had some good moments but that's itmohamed-elbehairy28 July 2023Warning: Spoilers2 out of 3 found this helpful. Was this review helpful? Sign in to vote.Permalink,6
"I just wanted a to see a fun Barbie movie, not feel depressedliefie200020 July 2023Warning: Spoilers137 out of 198 found this helpful. Was this review helpful? Sign in to vote.Permalink",3
"One of a kind movieoscarg1821 July 2023Barbie has exceeded the expectations of many viewers, what we thought was going to be a movie for ""kids"" has ended up being a movie full of social criticism, satire and a great sense of humor. The female empowerment that Greta Gerwig presents to us is relentless, showing various situations in which women find themselves involved on a daily basis, as well as various cliches that surround them.On the other hand, there is Ken who at first finds patriarchy as the best solution for society, but finally realizes that the role of women is extremely important and that without them society would collapse.The way in which Barbie has been shot is impressive, the mixture of the use of animated elements with life action makes seeing Barbie on the big screen a unique experience. I loved the duo of Margot Robbie and Ryan Gosling, they have coexisted perfectly in Barbieland, making watching them act extremely entertaining.Without a doubt, this movie is one of a kind and I would like it to be valued for what it really is and not be forgotten like the movie about Barbie.11 out of 48 found this helpful. Was this review helpful? Sign in to vote.Permalink",1
"Fabulously donemc-1463320 July 2023So, I didn't have that much of a high expectation going in to see this because I really wasn't sure what is was going to be. I grew up playing Barbie's and have watched the animated films many times with my kids.The movie from start to finish is so thoughtfully executed. It's for everyone, but mainly young girls need to see this. It's a great reminder of how special we are as women and how special ALL of us are individually as a person and the life we get to experience.Another fantastic element is adding a very 90s feel to the film. You will laugh like you used to laugh when fun comedies would come out in theatre's years ago. I haven't seen just a good comedy with heart in years.I brought my 7yr old and we dressed up for it too. I wanted her to see me comfortable in my own skin and her as well and the film touches on that. It's suited for any age, regardless of the rating.I don't give high ratings like this to films usually, as I find small things usually that I wish had been addressed more... but not in Barbie. What a fun movie and a great time you'll have watching this in theatre (or at home) knowing it's your childhood come to life.31 out of 99 found this helpful. Was this review helpful? Sign in to vote.Permalink",1
"Barbie Movie does give an Identity to Barbie of GenZmaggicmanch22 July 2023""I want to do the imagining. I don't want to be the idea."".When my kid informed me he and his friends were going to see a Barbie movie, I couldn't believe it. The stereotypical mother in me instantly responded. Seeing as how MI and IJ were running in parallel in theatres, I was taken aback and asked him why a group of boys would be interested in seeing Barbie. Will there be any girls there? I'm guessing I probably sounded kind of dorky in his ears. His response, though, was typical of his generation:This is a spoof and not a movie aimed at just girls, Mom. But, like any mother, I made arrangements to watch the movie myself before he did. Also, the other reason was that as a kid, I had eight dolls, and the majority of my time went into playing with them and building stories. And only Barbie was one of those dolls whose identity was recognised consistently over the globe. Barbie therefore represents the shared imagination of all kids who play with it across the world.It was the right decision to see this film because otherwise I would not have realised what a brilliant move it was for the brand to reach out to younger consumers. Barbie is a great gimmick for a rebranding campaign to appeal to Generation Z, which places an emphasis on pragmatics.We all know that Barbie has a checkered history. Barbie's version as a math-averse doll was not received well. Barbie, packaged with a ""don't eat"" diet handbook, protested. Someone who seems black on the exterior but is really white on the inside was being mocked by Oreao's crazy cookie Barbie. The creepiest thing was pregnant Barbie with babies in her belly, and the oddest thing was when Barbie went through puberty. Hijab Barbie and Virus Barbie both sparked new debates. Parents were largely concerned about the FBI tip of a security threat regarding the Video Girl Barbie.Most criticised among Gen Z was Barbie's excessively slender body, which has been an undesirable role model for women. It precisely articulates the enormous problem of existential crises that the outside world has manufactured and which individuals have mindlessly embraced.To begin with, the film explored the same themes, including the existential difficulties brought on by the persistence of patriarchy and Barbie stereotypes. The story starts with Barbie living a happy life in Barbieland, but she notices that she is developing human consciousness. To find answers, she has to travel to the real world in order to restore normality. As she and Ken enter the real world, Barbie is overwhelmed to see the many ways in which women are treated as objects and devalued. Multiple sets of eyes scrutinise all of their actions. Both Barbie and Ken's masculine awakenings also go through existential crises. Later in the movie, with Ken's changed behaviour after going to the real world, Barbie's attempt to appease Ken's manly ego by playing a weakling is satire. However, the much-touted ""gender war"" is seen humorously despite the fact that it still exists, whether people accept it or not.Now, coming to the technical part of the film, the Barbie-land segment was overdone. The transition from Barbie Land to the actual world was also too long; a crisp cut here, as in Jumanji, would have made more sense. So the movie has a sluggish start, but it picks up speed and becomes engaging as time goes on. The humour was really cliched and cheap, so that wasn't great.Both Margot's and Ryan's performances were excellent. While the actors were all spot-on, the film's direction let it down by not keeping the action moving at a good clip and by delivering a confusing muddle of a plot and a message that left viewers with no clear conclusions. A more succinct conclusion would have been fantastic. Though I did like the part at the end where, at the workplace, Barbie prefers Flat Sandals over heels, I was relating all this to my pageant life, where wearing a minimum of 3.5 inches of heels was mandatory before stepping out of your room in public. In the movie, Barbie leaves the fake world behind.To end with my favourite line by Barbie's creator, Ruth Handler, played by Rhea Perlman: ""Humans have only one ending. Ideas live for ever."" The movie is a good introduction to the world of dolls for those who haven't seen anything like it before. It is a case study in itself, showing how the power of sentiment is a driving force in the doll industry. After a year of record sales during the epidemic, last year saw a dip, so it's easy to see why Mattel is counting on the new Barbie film to reverse the trend by syncing up with generation Z's pragmatic thinking.1 out of 5 found this helpful. Was this review helpful? Sign in to vote.Permalink",7
"Greta did it!moviesbio24 July 2023Greta Gerwig did it. Broke the ceiling financially for a movie directed by a woman.I like all of her work and the Barbie theme was a daring one to take on. Then again she created a powerful version of Little Women. I also figured if Isa Rae agreed to be in this, there had to be more to it.It was so much funnier than expected. They figured out how to not make a parody of Barbie and Ken. That's no small task.I don't want to give away anything because everyone is going to see themselves in this in another way. It's clever, thoughtful, and so funny. The actors performed to perfection.There's a lot to unpack in this movie. I want to watch it again. It has all the makings of a classic and a cult film.10 out of 56 found this helpful. Was this review helpful? Sign in to vote.Permalink",1
Fun moviealexfolkesson24 July 2023Warning: Spoilers1 out of 9 found this helpful. Was this review helpful? Sign in to vote.Permalink,7
"I know... A 10 rating is ridiculous.. but hear me out...pie1003-791-70954723 July 2023If you are expecting it to be so stupid ur gonna love it... Ur in the right place. I refused to watch extras and trailers, I wanted to be surprised. And I was! It's cheesey AF at first.. if u can get past 15 mins of everyone saying the name Barbie, you will survive this movie. In the beginning they ""flip"" through past Barbies and I seen quite a few that used to own.. they also ""flash"" through some barbie clothes that will bring u right back to childhood. For nastalgia sake this movie will not disappoint... For new comer's sake, this movie will not disappoint! We counted the reasons why it's rated PG-13 and it's kinda hilarious.I hope there's a second movie... Barbie and The Rockers!!!!5 out of 17 found this helpful. Was this review helpful? Sign in to vote.Permalink",1
"Had me in the first half, not gonna liepraisesolek22 July 2023Warning: Spoilers1 out of 3 found this helpful. Was this review helpful? Sign in to vote.Permalink",7
"Fantastic movie!!!marcecclefield23 July 2023Barbie was a great film. This movie is so well written and super clever. Makes you laugh, cry, and ponder what it means to live in today's world.This film has a message for us all and makes some excellent philosophical points that will leave you thinking when the credits roll. It's that kind of movie. I was very pleasantly surprised to see that this movie didn't go the cartoony, campy direction. It so easily could have. But it went a much more thoughtful and clever way than I ever would've anticipated. I predict this movie becoming a classic, totally quotable movie, for years to come. Most of all I enjoyed myself at the movies again.3 out of 9 found this helpful. Was this review helpful? Sign in to vote.Permalink",1
"Visually appealing but 'meh'supaculechik23 July 2023Visually, it was a great movie to watch - colourful, cute and quirky. I enjoyed the first 20 - 30 minutes and then it went downhill from there. There's a lot of fantastic actors in it but I didn't go in with high expectations as I had no idea what to expect.For the story itself - sure, there were some morals and statements presented but it was a bit flat and a lot of the same. I left feeling totally underwhelmed. Gosling was great though. A few bits did make me laugh but it struggled to hold my attention. As sometimes happens, a lot of the funny parts were in the film trailers. I wouldn't watch it a second time through.1 out of 2 found this helpful. Was this review helpful? Sign in to vote.Permalink",6
"Not family friendly or really enjoyableayanks22 July 2023I expected this movie to be more lighthearted and it had heavy themes and material. The first half hour or so was ok and had some funny moments but the second half just wasn't enjoyable to me. The writing was not good story telling and felt more like a number of speeches. I found it hard to watch honestly.There was a lot of overt messaging that I feel was not suitable for this movie. I didn't appreciate the depiction of the relationship between Ken and Barbie or the situation created for them. The acting, some musical numbers and sets were good but overall a missed opportunity to make a fun feel-good movie. I was very disappointed.54 out of 85 found this helpful. Was this review helpful? Sign in to vote.Permalink",3
"Dumb Funbmlchick23 July 2023First, lower your expectations and second, this is not a children's movie. Lastly, don't take it seriously.Go in with those three things in mind and if you have any sense of humor, you will really enjoy this film.It's honestly really dumb fun, along the lines of Anchorman or Talladega Nights. No, it's probably not as good as either of those, but is along the same comedic line and it is really funny and charming.Margot Robbie and Ryan Gosling are both hysterical and do a great job in the movie. The entire theater laughed out loud through most of the movie. The supporting cast was spot on as well.There was a ton of reminiscing happening in the theater. You could hear countless women whispering ""I had that play set!"" Or ""I had that Barbie outfit."" That made the movie more enjoyable for many.Overall the movie was really good. In my opinion, the only misses were, every man in the movie was over the top stupid. No reason for that. And I believed the ending should have gone in a different direction, but I won't spoil it with my opinion.2 out of 6 found this helpful. Was this review helpful? Sign in to vote.Permalink",8
"Barbie Movie left me in tearsimmauglydoll20 July 2023I was super excited for the movie since the day they announced it and I've been looking forward to it. I was ready with my pink shirt, popcorn and tickets to the early screening expecting a fun loving and very pink movie.And it sure was a very pink and fun loving movie, but I was not expecting the turn it took. It made me go through so many emotions I wasn't expecting to feel, twist and turns that made me laugh, moments that made me cry and the ending was fantastic to say the least.The Barbie Movie is everything I was expecting and so much more, I think the highlight, other than the amazing message, casting and storytelling, was when John Cena appeared.In summary, I'm not the same person I was 1h and 54m ago.10 out of 38 found this helpful. Was this review helpful? Sign in to vote.Permalink",1
"Don't know what I've just seenWestmoney23 July 2023So bad it's good! What a political/philosophical/artistic/stylistic/linguistic/directoral/musical mess! Who is this film even for? I'm guessing teenage airheads - the sort that happily equate a Barbie doll with the Nazi war machine, as is done in the film. Wow! If the aim was feminism, I'd call this an own goal. So whinging, so reliant on gender stereotypes and societal stereotypes, so busy sermonising, it achieves nothing. The reasoning behind the film's reasoning wouldn't stand up to two minutes of scrutiny. Who wrote this junk? Who directed it? Who signed it off? Honestly, I'm not kidding when I say it's so bad it's good; I'd happily rewatch it just to marvel again at the grinding cognitive dissonance. I'm looking forward to the IMDB rating dropping - already below 7.5.1 out of 4 found this helpful. Was this review helpful? Sign in to vote.Permalink",D
"Great potential but messy closureramon-vermij24 July 2023Up to 80% of the storyline the film was great and tapped into essential topics of personal development and gender identities, reflecting and criticising society. The cast and characters had flair in the right amount of depth and dimensionality as well as chemistry amongst them. Also great that by the time the choreographed dancing scene(s) came in, the viewer had gotten the chance to properly care about what had been building up and then, the songs had real impact. It made for some good fun and laughs.As for the remaining 20%, it felt the makers did not know how to tie everything up and went for a shallow symbolic move which was very blurry and loose.2 out of 3 found this helpful. Was this review helpful? Sign in to vote.Permalink",6
"It's more than a story of a plastic dollarondolls20 July 2023My expectations were very low for the movie but I am surprised. The Movie was literally good, the cast were fantastic, the set up delivered the fabulousness of the B world! Margot Robbie is a great choice for Barbie. I hope to see some elements from lgbti+ but it did not bothered me at all. Planning to go and see again.Ryan Gosling, he literally delivered his best. The soundtrack should have some more elements from 80s 90s as the storyline mostly based on these years of Barbie.Paying a tribute to Ruth was amazing but they should have also pay a tribute to the original Barbie, Bild Lilli...30 out of 97 found this helpful. Was this review helpful? Sign in to vote.Permalink",1
"South Park episode on an acid tripPaperCoffins22 July 2023I really don't know what to say about this movie . Everything was colorful, the humor was there , the satire and everybody did great at what they were suppose to do . I went in there with low expectations because it's a Barbie film but I was surprised how adult the humor was and the message it got across was pretty touching . Margot Robbie as Barbie was perfect casting and the theatre was filled , everybody had a good time . I should give this score maybe a bit higher but I just felt it was just a bunch of things mashed together I was watching a parody episode of South Park which is not a bad thing , I though it was the right direction for a movie called Barbie . It was weird to me but in a very good way and LOL at the ending , made everybody laugh . Check it out , I say it's worth a view in the theatre.0 out of 1 found this helpful. Was this review helpful? Sign in to vote.Permalink",7
"Amazingdakotajjackson21 July 2023This movie was definitely made for everybody. It had hilarious scenes and a few sad ones. And I was always told when a movie makes you laugh and cry, it's a great movie. The plot and message was unexpected, in a good way though. I could also tell that it touched people. In the theatre, I heard "" oh my god,"", sniffles, and gasps. The cast and acting was off the top and the detail was, too. Although, you may here some comments saying, "" Oh this movie is sexist against men,"". You really have to see the movie to understand it. The people that are saying those things, obviously have not seen the movie. It's just so good, I would be able to watch this everyday. It is definitely worth the money to see it.30 out of 102 found this helpful. Was this review helpful? Sign in to vote.Permalink",1
"You'll love it, hate it, or say ""What?""andrewdamian-0637022 July 2023Warning: Spoilers0 out of 2 found this helpful. Was this review helpful? Sign in to vote.Permalink",7
"Let's Go Party With BarbieStream2BigScreen_Movie_Reviews22 July 2023Welcome back, Streamers! The most anticipated movie weekend of 2023 is here. It's Barbenheimer. If you haven't followed it, there's this ridiculous internet debate over which film will reign supreme between Greta Gerwig's Barbie and Christopher Nolan's Oppenheimer...In this corner, coming in at 11.5 inches, it's the iconic, blonde fashion doll, Barbie.Barbie is the first live-action film about the American icon and her place in culture. Greta Gerwig and Noah Baumbach wrote a screenplay, which Gerwig directs, that takes audiences into Barbieland, where we meet stereotypical Barbie (Marot Robbie) and her fellow Barbies living their perfect existences until one day stereotypical Barbie starts to think constantly about death, her feet become flat and other things are off. Barbie has to make a trek to the real world to find out why things have changed for her and to set them straight. Barbie is accompanied by Ken (Ryan Gosling), whose existence is so dependent upon Barbie that he only has a good day if Barbie looks at him. Rollerblading, hot pink singing and dancing hijinks ensue.Overall, Barbie is a weird and wonderful movie. It is clear that a lot of thought and money went into creating this story and world inhabited by Barbie. You will be awed by the clever production design and the intense attention to detail that went into constructing Barbieland. The colors pop. There are cute animated touches throughout. Additionally, the costume design enhances each Barbie and Ken in interesting ways. You'll also notice the music throughout the film is sometimes poignant and sometimes hilarious, especially when it involves the Kens. From top to bottom, the crafts in this movie are top notch and worthy of a trip to the big screen.The cast, especially Margot Robbie and Ryan Gosling, are excellent. Robbie brings sensitivity and heart to Barbie. She's thoughtful and kind while also being naive and troubled by her own existence. It is a tricky performance to pull off and Robbie is great. Ken is an iconic performance for Gosling. He pulls out all of the stops to bring Ken to life. I can't imagine another actor being as successful in this role. Gosling is a really gifted comedic actor as evidenced by this performance. I'll also note that Kate McKinnon, American Ferrar, Simu Liu, Kingsley Ben-Adir, Michael Cera and Issa Rae each have good moments as well. It's a big cast, but some of the smaller roles do get chances to shine.The main issue is that the messaging is so heavy-handed. There is a lot to unpack about Barbie's place in society. What does she represent to women and girls? What does she represent to men? There are themes of feminism, patriarchy, and corporate greed. The film does its best to address its issues in a clever and subversive way, but it veers into becoming patronizing at times rather than funny and satirical. The performances of the actors really carry the film across the finish line despite how it handles its themes.Ultimately, Barbie is a movie worthy of a trip to the theater. It is funny and even clever at times. The messaging of the movie gets heavy-handed and some of the subversive fun is lost in those moments. Nevertheless, Gosling and Robbie fully commit to their characters as does the large ensemble; and the production design and music are top notch. You won't be disappointed with a big box of popcorn. You decide if you want to wear hot pink like everyone else.0 out of 9 found this helpful. Was this review helpful? Sign in to vote.Permalink",8
"Barbie is catchy, fun, important and... that's it.eduardomelorocha-3496323 July 2023Greta Gerwig, took the most famous doll of humanity, a luxury cast and made a good film with an important message!Barbie offers almost 120 minutes of fun, captivating and fluid moments. Mixing real elements with ""drawn"" scenarios, it manages to bring the two worlds together in a balanced and intelligent way, varying between ""cartoons"" and the real world.It also shows in a very intelligent way all the difficulties that women go through in their lives, such as the lack of respect for their intellectual and physical property, as well as illustrating a series of moments that illustrate patriarchy and the disrespectful way in which many men treat women and think they are superior based on their gender. A message that Ryan Gosling had in a great performance to emphasize the perspective that unfortunately still reigns in many men today.Speaking of the cast, Ryan Gosling had a script that favored him, with several scenes and different roles that allowed him to show all his versatility as an actor, and the reality is that he delivered a high-level performance, the best in the film imo, and that he managed not only to give strength to the message that he wanted to convey, but also to elevate the film to another level with his musical performances. On the other hand, imo, Margot had a script that didn't exploit all of his acting skills. Don't get me wrong, her acting is very good, within what was provided, the performance is very good, however I think the script could have given her more, due to the versatility she has!And my first negative point is precisely that. The script was too attached to the message it wanted to convey and did not use all the potential that ""Barbie"" provided, such as the affective side and its overall positive impact on many women. Furthermore, the focus on the concept limited the development of characters and a cast that had more to offer!The dialogues also suffer from a lot of fluctuations, the good dialogues are really good but seem very disconnected from the rest, as the construction even them felt lazy. It's as if they didn't connect to what just happened in the last few minutes and just came out of nowhere. It's a shame, because there are really good speeches!Finally, the message got across clearly and the most important thing is clearly retained. This movie was never about pink or a doll. It was about women and the rights they are due! Respect, freedom, and justice in relation to the opportunities they should have. Doors should open according to the work carried out and the skills demonstrated, never to the gender or color of a person! Love is love no matters what. Respect is to everyone, there's no ""but""! However, I think Greta missed an incredible opportunity to make a stronger ""statement"" about equal rights, duties and opportunities for all!In short, it's a good film, light, funny and entertaining, and can be watched several times as something to ""pass the time and have fun"" but should be watched, at least once, in a serious and dedicated way for all the message it has!3 out of 15 found this helpful. Was this review helpful? Sign in to vote.Permalink",6
"Started good, then turned into a lecturevrg-7639523 July 2023I really wanted to like the movie, and I totally enjoyed the first third of it, until it turned into a lecture on patriarchy. Women are portrayed as infinitely oppressed people who can't do anything except for crying about their existence.Don't get me wrong, I expected it to be about feminism and empowerment, but not that awfully straightforward about it.I could've been a great movie. A 10 movie, but it feels like the authors just hate men so much, they can't think of anything else.I also feel sorry for all female executives at Mattel. The board of directors is portrayed as oppressively male-only, to maintain the narrative.To sum up, you gonna love it if you want to feel sad and oppressed about being a woman. Not so much if you just like Barbies and want to have a good time.8 out of 10 found this helpful. Was this review helpful? Sign in to vote.Permalink",5
"Surprisingly Great!tfpdbbxck25 July 2023I went into this film opening day for a good laugh not expecting too much from it. When I exited the theatre I was shocked by how good of a film it was. I didn't expect it to be so funny, so we'll written, I just thought it would be okay and a bit cheesy but no. Truly a great film but there are a few jokes that might go over young kids heads, as well as some of the references. One of the most fun films of the year to experience, especially if you are depressed after watching 'Oppenheimer'. It has moments of sadness, laughs and so much more. Overall 10, great message, great acting, great movie.5 out of 21 found this helpful. Was this review helpful? Sign in to vote.Permalink",1
"A movie for everyone (yes, even men)sustylery23 July 2023I anticipated this movie long before it came out and already watched it twice in the cinema. Greta Gerwig managed to make our wildest Barbie-dreams come true and not only created some of the funniest comedy i've seen in a long time in a movie, but also made me agree so hard with every feminist message she put in the film. Messages that everyone needs to hear - even, or should i say, especially men.The performances where wonderful, particularly that of Ryan Gosling who really tapped into his Kenergy. I thought it was interesting to see that not only Barbie aka Margo Robbie got a character arc, where she got to grow up to become a woman. Also Ken aka Ryan Gosling underwent some significant character growth that I much appreciated.As the trailer said; If you love Barbie, you will love this film. If you hate Barbie, you will still love this film. Because it isn't only about a doll, but also about the patriarchal system we all have to deal with on a daily basis and about the complexity that is human life in general. Who would have thought a movie about Barbie could do such things?10 out of 24 found this helpful. Was this review helpful? Sign in to vote.Permalink",1
"BarbieIceCream-5722 July 2023I took my twin daughters to go see this film at the movie theaters with me this weekend. They are 11 and they seemed to enjoy it. The film is geared much to a older crowd, which helped keep them entertained as well as the adults that were in the theater as well. Margot Robbie was great as Barbie she did very good in that role. I love how the film put a modern twist on how people are these days in society- dealing with social anxiety and other disorders. Yet it tells the story of why Barbie was initially invented to began with and what Barbie and Ken stood for. This is a good film to watch with your teenage daughters.0 out of 1 found this helpful. Was this review helpful? Sign in to vote.Permalink",7
"Fun, unforgetable movietamara8293638293673927273992737319 July 2023This is the best movie I've seen in last 5 years. It's fun from beginning till the end. It is just what you would expect from a barbie movie, but it's also so much more. The plot is excellent, there is a lot of cool cameos and there is a new surprise in every second of the movie. It's unpredictable, so funny and it's also kind of deep. Would recommend 10.29 out of 98 found this helpful. Was this review helpful? Sign in to vote.Permalink",1
"Spoiler-Free Unbiased Reviewtrevormdm23 July 2023Barbie is a film that on the outside appeals to a younger audience but it is certainly much more mature in overall nature.Barbie pushes the boundaries of what a people blindly may assume a Barbie movie should or would be able to- in both good ways, and bad ways.The good- Barbie is at many moments, fun, adaptive, emotional, even philosophically provoking. The story is enjoyable and attention-grabbing while both Gosling and Robbie have played their roles to a T. Margot Robbie played the ""stereotypical Barbie"" so well, almost too well at times. Ryan Gosling played Ken so well and the contrast between him in two different arcs of the film were not only distinct but all-believable. The costume design was superb and I was thoroughly impressed with some of the visuals and set design throughout. The CGI is very poor at a few scenes (which normally I would put under cons) BUT the film doesn't take its self too seriously during those scenes, so it's rather comical than anything.The bad- The writing of this film contains certain elements of contradiction; It essentially claims that women can (mostly) only be powerful by holding ""high societal job responsibilities,"" such as being a lawyer, doctor, president, etc; when this just simply isn't true, MOTHERS FOR EXAMPLE! Being a mother is one of (if not the biggest) responsibility a human can have- the idea of a collective job that can single handedly shift an entire generations thinking? Yeah, sorry but mother's are the most powerful. The film at several moments gets very political but subliminally and not-subliminally, which is always annoying no matter what political beliefs you carry, it's just almost always cringe I guess?TLDR; ""Barbie"" triumphs in being fun, engaging, and thought-provoking. The film, like many others, sells itself short by its political agenda and removes depth by doing so. Overall a mostly enjoyable experience meant for an adult audience.7.3.0 out of 1 found this helpful. Was this review helpful? Sign in to vote.Permalink",7
Deep Meaning Behind Seemingly Innocent Facadejrogelmejos22 July 2023Warning: Spoilers4 out of 13 found this helpful. Was this review helpful? Sign in to vote.Permalink,1
I Feel Pretty...againsoft-quiet-8358220 July 2023Warning: Spoilers4 out of 20 found this helpful. Was this review helpful? Sign in to vote.Permalink,6
"Let's go Barbie! And Ken is a Tenmohnomachado25 July 2023I may not have played with Barbie dolls and fairly no interest in this from a subject standpoint, but I have to say this movie rocks. Margot Robbie is awesome, Gerwig's direction is solid, the writing is well thought out, the colors pop, and let's not forget how amazing Ryan Gosling is in this. His Ken will go down in history as one of his best roles, calling it now. I do wish there were things that were more utilized in the film, especially Venice Beach as a location. It felt really shoe horned into the plot. Also some of the side characters just really didn't need to be there. But overall, this picture really works because it's messaging about the hardships of the modern woman is spot on. Also I liked how they actually critiqued Mattel at times for making a doll with insane beauty standards for young children. I'm definitely looking forward to see where Gerwig takes her career after this because this is truly a box office and critical smash that can lead to some interesting projects in the future.1 out of 13 found this helpful. Was this review helpful? Sign in to vote.Permalink",8
"Barbie is a pretty fun movie to watch and worth the hype.paperman-4925021 July 2023As soon as the first teaser trailer dropped on YouTube for Barbie, it captured my attention and admiration for it recreated the ""Dawn of Men"" sequence from Stanley Kubrick's 2001: A Space Odyssey in a very creative and classic way. The hype of that one minute long clip, featuring (my celebrity crush) Margot Robbie who steals the show no matter what movie or role she is in, had me believing that this movie would be phenomenal. And over the course of several months until today, my expectations for this movie got bigger and bigger. This is partly thanks to the Barbenheimer online phenomenon which I followed and watched the both movies on the same opening day.Honestly, I didn't get everything I expected and I cannot say what I got is better than what I had expected. However, 2 hours of my time in front of that huge screen was pretty fun because Barbie is simply a very fun movie to watch and I absolutely loved it. I believe this is thanks to the feeling of watching it on the big screen with a bunch of strangers around to laugh with. I will definitely watch the movie again upon the digital release to try to prove myself wrong.Margot Robbie is, as always, phenomenal in the movie. Her incredible talent and charm carries almost the entire film, not to mention that she is a co-producer. She is not the best casting choice to play a Barbie doll but in this particular Barbie movie, she was born for the role. Her co-star Ryan Gosling is the comedic heart of the movie. Without him, the movie would certainly not be as fun as it is. The rest of the cast also compliment their roles fairly well, playing iconic characters and dolls of different races and sizes.I was expecting a longer, a more serious and elaborate plot for Barbie but what I got instead is not too bad. The movie clearly carries a message and that message is clearly conveyed through a plot that is brief and basically easy to understand which is built up in a favorable way.The production design and the costume design is certainly a huge part of the film. All the costumes, sets, props and everything look and feel so compelling and, most important of all, accurate to the overall history and legacy of Barbie and Mattel. I hugely respect that attention to detail.At the end of the day, Barbie is a movie I have been impatiently waiting for a long time and that I feel honored to have seen today on the opening day. It is a beautiful work of art paying beautiful homage to the legacy of it's origins and I am happy that I started loving this movie way before its release . . .2 out of 22 found this helpful. Was this review helpful? Sign in to vote.Permalink",7
"Started goodmichela-5405124 July 2023The movie started on the light side and fun, but the longer it went on the more preachy it became. It seemed the movie could not make up its mind if it was going to be a light and a fun movie or a heavy teaching a life lesson movie. This gives the viewer a roller coaster type viewing, where you are laughing a little (not a lot), but then the movie goes into a long, life lesson on how men are bad, and not very smart, but somehow they run the real world. Women are the real smart ones and the real world needs to change to match Barbie world. This changes the whole movie from just a fun time to head beating lesson, which takes a lot of the fun out of it. Too bad.13 out of 19 found this helpful. Was this review helpful? Sign in to vote.Permalink",3
"Tune in for the fun, stay for the heart.anyanimeotoho26 July 2023Warning: Spoilers2 out of 12 found this helpful. Was this review helpful? Sign in to vote.Permalink",8
"Laugh, Reflect, Repeat: Exploring the Wonders of 'Barbie'sanadalsalt27 July 2023Oh my goodness, where do I even begin with ""Barbie"" (2023)? This film is an absolute delight and a true masterpiece that will leave you in awe. Directed by the incredibly talented Greta Gerwig and starring the stunning Margot Robbie as the iconic doll herself, ""Barbie"" is a cinematic experience like no other.From start to finish, ""Barbie"" captivates audiences with its seamless blend of adventure, comedy, fantasy, and romance. Gerwig's direction is nothing short of brilliant as she brings the world of Barbie to life with a perfect balance of humor and depth. The humor, in particular, is off the charts hilarious, with giant laugh-out-loud moments that had me clutching my sides. It's remarkable how the humor appeals to viewers of all ages, making it one of the funniest movies of the year.But what truly sets ""Barbie"" apart is its profound and thought-provoking narrative. The film revolves around Barbie's existential crisis and her quest to find meaning in her existence. This exploration of Barbie's identity as a feminist symbol is incredibly compelling and challenges societal norms and expectations surrounding femininity and girlhood. Can a doll with impossibly perfect features and a smile of perpetual happiness truly embody feminist ideals? This deep, existential question lingers long after the credits roll, prompting introspection and discussion.Margot Robbie's performance as Barbie is nothing short of extraordinary. She brings a charisma and depth to the character that is truly captivating. Watching her journey of self-discovery unfold on screen is an absolute joy. And let's not forget Ryan Gosling's portrayal of Ken, which complements Robbie's Barbie perfectly. Their on-screen chemistry is off the charts and adds another layer of excitement to the film.I should mention that ""Barbie"" has received widespread acclaim from both critics and audiences, and it's easy to see why. It strikes a perfect balance between appealing to longtime fans and captivating new audiences. The movie's mass appeal transcends age, gender, and previous Barbie doll opinions, making it a delightful and engaging experience for viewers of all backgrounds.Despite its PG-13 rating, ""Barbie"" remains family-friendly and suitable for teenagers and older kids. The clever marketing of the film ensures that it appeals to a wide range of audiences, making it a perfect choice for family movie nights.In conclusion, ""Barbie"" is an absolute triumph in every aspect of filmmaking. With its stellar cast, innovative approach, brilliant humor, and profound exploration of societal themes, it more than deserves a perfect 10 rating. This cinematic gem is a must-watch for anyone seeking an enchanting and thought-provoking experience that transcends the boundaries of age and nostalgia. Brace yourself to be dazzled and captivated by the delightful world of ""Barbie."" Trust me, you won't be disappointed!0 out of 0 found this helpful. Was this review helpful? Sign in to vote.Permalink",1
"Greta Gerwig's ""Barbie"" left me in tears, yet I find myself giving it a 6 out of 10 rating.livioborio23 July 2023Warning: Spoilers2 out of 4 found this helpful. Was this review helpful? Sign in to vote.Permalink",6
